PC1	PC2	country	westernization
-0.04019430145780758	-0.21359772722058656	TZA	NW
-0.1450774905299352	-0.20335446563022527	TZA	NW
-0.1853555770168848	-0.17873751067839824	TZA	NW
-0.2076309026417773	-0.21471686501272924	TZA	NW
-0.2489109191251118	-0.18913131508655465	TZA	NW
-0.14148879060794742	-0.18412192092339816	TZA	NW
-0.06419895045693874	-0.25245358887870256	TZA	NW
-0.014447551988498834	-0.22098147125591314	TZA	NW
-0.1574038786952366	-0.1279165032394183	TZA	NW
-0.2371118878847667	-0.127473837680917	TZA	NW
-0.2052195344537216	-0.1906728222298186	TZA	NW
-0.18874850429486345	-0.13337570459616357	TZA	NW
-0.07752087814476778	-0.2893586077402922	TZA	NW
-0.20274693911634967	-0.1449067062476614	TZA	NW
-0.12199377518141875	-0.14806922536710437	TZA	NW
-0.06995763660030098	-0.22739506987817742	TZA	NW
-0.15149630269363148	-0.1310176330644508	TZA	NW
-0.1795611675765552	-0.2253176893028398	TZA	NW
-0.28818551194602915	0.15989096660109325	TZA	NW
-0.11680291699950865	-0.3017892462741421	TZA	NW
-0.13079575353503348	-0.2330349273541842	TZA	NW
-0.31607286428046866	0.06962402815716318	TZA	NW
-0.28696059770267823	0.15055702914871869	TZA	NW
-0.04875515665700073	-0.20899333686640517	TZA	NW
-0.004483421449950344	-0.18361589347428647	TZA	NW
-0.27758325721553917	-0.08351635887104382	TZA	NW
-0.02401068666442668	-0.20910595463587597	TZA	NW
-0.2649190148358895	0.002335564826613806	TZA	NW
-0.1030359094670806	-0.16178965462600417	MDG	NW
-0.1470562972021603	-0.17811062937351957	MDG	NW
-0.14531453578097211	-0.24522547262778688	MDG	NW
-0.15480771143785227	-0.24828486772799185	MDG	NW
-0.33082922903278833	0.05440181951146876	MDG	NW
-0.15154509609015954	-0.23891059424344846	MDG	NW
-0.19191984764117634	0.1508391164400364	MDG	NW
-0.13922239052682084	-0.13914548476817504	MDG	NW
-0.29847123511656964	0.04231071342475265	MDG	NW
-0.09646616254740635	-0.21797492433597013	MDG	NW
-0.1871265210992286	-0.22147158828879057	MDG	NW
-0.20754344091924232	-0.16634516932453547	MDG	NW
-0.09317233942980066	-0.15580074399245442	MDG	NW
-0.17956410293929048	-0.13177797558290477	MDG	NW
-0.0538294905154357	-0.13260844634587415	MDG	NW
-0.2737011135023986	-0.1786940983117745	MDG	NW
-0.029881797548645422	-0.2000277824294677	MDG	NW
-0.1599147886159048	-0.13125469837731354	MDG	NW
-0.12668843085070125	-0.18349751911715165	FJI	NW
0.22092472711526626	0.007287875505768777	FJI	NW
-0.334528929028206	0.2668114795274077	FJI	NW
-0.29817111387372863	0.2726431455246867	FJI	NW
-0.3564442852573589	-0.05699514735841237	FJI	NW
-0.25022230837862364	-0.19986277365469599	FJI	NW
-0.22617892614369264	0.32169236100947635	FJI	NW
-0.4194316135547213	0.07363517474660791	FJI	NW
-0.2691679396065009	-0.17103937176378758	FJI	NW
-0.3705859451076106	-0.014787573490732455	FJI	NW
-0.23310137881541748	0.0974578493521057	FJI	NW
-0.3525783419112288	-0.058625905427816	FJI	NW
-0.3255862267137698	-0.09312342684396947	FJI	NW
-0.24845741087112413	0.29982742249640154	FJI	NW
-0.3609351999815984	0.03220989476948421	FJI	NW
-0.36082821461551146	0.13848502523611958	FJI	NW
-0.40149435439974357	0.13628245613559317	FJI	NW
-0.33933221259773183	0.019492307869276318	FJI	NW
-0.267447604552857	-0.09261112360192902	FJI	NW
-0.4080138797958905	0.22976962719323166	FJI	NW
-0.2860475513518935	-0.12383201565054767	FJI	NW
-0.3860717436070016	0.16488881222557	FJI	NW
-0.4050086761822167	0.07755824706507033	FJI	NW
-0.3489597690470795	0.05810961291784568	FJI	NW
-0.32878711062111476	0.11113090502976267	FJI	NW
-0.30354631070963833	0.0681853948735813	FJI	NW
-0.3453463913002379	0.06878678103472331	FJI	NW
-0.24957762130253955	-0.22059209830434634	FJI	NW
-0.08034852898904578	0.00810132361145031	FJI	NW
-0.39340159583379464	0.30202294070419133	FJI	NW
-0.2969504268018	-0.18401773437893754	FJI	NW
-0.36877892123698186	-0.03215477273893188	FJI	NW
-0.379261996731779	0.077475369159965	FJI	NW
-0.2800342035530834	-0.08470352910890733	FJI	NW
-0.32672885243370825	-0.16394796070999998	FJI	NW
-0.37914189255599645	0.27810086251927124	FJI	NW
-0.400574012084128	0.22944532827641698	FJI	NW
-0.26555906900116744	-0.026654397028919228	FJI	NW
-0.15365936632211646	0.012252517365846998	FJI	NW
-0.16192132951688587	0.02234689413117201	FJI	NW
-0.39279832832499906	0.00032924194311474876	FJI	NW
-0.37738355935455375	0.11186812643573123	FJI	NW
-0.18983478437929813	-0.11976553274041453	FJI	NW
-0.19604377640746223	-0.1834634778527804	FJI	NW
-0.27177333479484145	-0.027141057359116334	FJI	NW
-0.2731928457138716	0.004309065880070225	FJI	NW
-0.3179325674188266	0.14608179300450602	FJI	NW
0.10028181549318578	-0.1047932107688663	FJI	NW
-0.2280952950933414	0.09156543378723911	FJI	NW
-0.3332216332857239	0.1952455279274607	FJI	NW
-0.2377990227308584	-0.05922793462279502	FJI	NW
-0.32710555255478024	0.22034596758989916	FJI	NW
-0.40097897368495233	0.24812142721662966	FJI	NW
-0.23826174867928193	0.3153411886473943	FJI	NW
-0.35194030729101133	0.19819124754394926	FJI	NW
-0.3276904561135224	0.282716008984964	FJI	NW
-0.30765294364306145	0.26760958226299386	FJI	NW
-0.2630527545757209	0.11957597348377184	FJI	NW
-0.3224712121177476	-0.011117709125590378	FJI	NW
-0.3688693391712538	-0.06366254850756971	FJI	NW
-0.20302824500837469	-0.25884460384026364	FJI	NW
-0.37991003486160646	0.17247386173543308	FJI	NW
-0.32987368284511315	0.15502851642631027	FJI	NW
-0.11569406472833785	-0.18221692856044708	FJI	NW
-0.25863705217998456	0.13540171443311466	FJI	NW
-0.41008262860396194	0.13505353789079777	FJI	NW
-0.19703567217304518	-0.16246135647871893	FJI	NW
-0.28935920691979256	-0.09941741824824966	FJI	NW
-0.25048561526390295	-0.05594116640456604	FJI	NW
-0.1930652712782181	0.11223059840789051	FJI	NW
-0.32045839464365944	-0.13237497520078192	FJI	NW
-0.35522687874017633	0.18966135345996435	FJI	NW
-0.3962030454093194	0.06656036335905764	FJI	NW
-0.37821352755607446	0.19598617826302078	FJI	NW
-0.3630435094112289	-0.026540352585416434	FJI	NW
-0.3028008499605991	0.12855467063843756	FJI	NW
-0.3842584064669853	0.03825047306433744	FJI	NW
-0.02607843659692722	-0.08607573866552432	FJI	NW
-0.20703194411558523	0.1437556484512686	FJI	NW
-0.29357963460593695	0.030497501294834018	FJI	NW
-0.2037451248611475	-0.005899994576442094	FJI	NW
-0.33678320032637576	0.0758785098671025	FJI	NW
-0.3054837656271408	0.15589074914316847	FJI	NW
-0.39279775007161954	0.1310982996195121	FJI	NW
-0.3128518062949184	0.2476536498438401	FJI	NW
-0.33697222500064034	0.057528185991389924	FJI	NW
-0.38765933338118785	0.16656369496204704	FJI	NW
-0.30679273422931486	0.24451324043767617	FJI	NW
-0.2264930695627908	-0.15825164666602007	FJI	NW
-0.3040127616159842	-0.028113012911120647	FJI	NW
-0.3613479756521627	0.11023354790805653	FJI	NW
-0.3491116626677514	-0.016732949954265625	FJI	NW
-0.33687402200533684	0.1668581240603969	FJI	NW
0.11791575515342918	-0.01539463650326442	JPN	W
0.3686643380375549	0.029011255657036255	JPN	W
0.2138793862335819	-0.03278258924093211	JPN	W
0.1945590878190213	-0.061401424706078796	JPN	W
0.2500095785991941	0.066294182874929	JPN	W
0.06330857288307576	-0.01670012771578962	JPN	W
-0.06498941946949402	0.30875593778158716	JPN	W
0.18079956056609764	-0.029084810357518878	JPN	W
0.2786805510032311	-0.017136850582580077	JPN	W
0.2618542942271726	0.04625113146328497	JPN	W
0.27184687611108166	0.012912035203393343	JPN	W
0.3252113592089042	0.032373651182515596	JPN	W
0.2501791483155288	0.0005138123825417048	JPN	W
0.3310135166285956	0.04474254147348597	JPN	W
0.3166973186091503	0.03857256089107177	JPN	W
0.30531657066624385	0.059492692767228565	JPN	W
0.2630120317724569	-0.007056309296986001	JPN	W
0.25426161974201367	0.008000056984030689	JPN	W
0.34597479643220386	0.05459427904235429	JPN	W
0.21497902229539995	-0.06360697627116417	JPN	W
-0.03675406854677778	0.2790959390410893	JPN	W
0.3025673604298364	0.047082168078224754	JPN	W
0.2994679405166409	0.043044490061177824	JPN	W
0.0017111070320202087	0.37367925929888846	JPN	W
0.2778878975177927	0.024965115975721677	JPN	W
0.3490379287615017	0.08016833790447453	JPN	W
0.4072553943531604	0.08555308163163551	JPN	W
-0.10300118557037728	0.3028482002954216	JPN	W
0.2693884694404702	0.06738370032998353	JPN	W
-0.18331907879779638	0.3841144333202114	JPN	W
0.3513893358748912	0.06317524666497415	JPN	W
0.2075144353568253	-0.0035569715067645565	JPN	W
-0.06044402657400581	0.28871774513309956	JPN	W
0.4048330801688817	0.09173801907550867	JPN	W
-0.1743918834039411	0.28446609402786294	JPN	W
0.36431686450897194	0.03976416578395894	JPN	W
0.2607761832363546	0.016675245644906845	JPN	W
0.2118585816899334	-0.05482512806609653	JPN	W
0.3608941109958559	0.05759642090826403	JPN	W
0.3341333095574601	0.028224176416385863	JPN	W
0.37453062612340327	0.06750402624659324	JPN	W
0.15901261162757982	-0.05412441835356346	JPN	W
0.2858482471214246	0.05628577594293507	JPN	W
0.3313167510634457	0.017841272859392687	JPN	W
0.1239103667908224	-0.02598313655490488	JPN	W
0.2607147858176852	-0.028826856140677048	JPN	W
0.319930466912014	0.02991062727564146	JPN	W
0.33607001453158863	0.06838854959616408	JPN	W
0.302430928124072	0.00375464822227412	JPN	W
0.27163447408566366	0.016830661986649363	JPN	W
0.025142082834013618	-0.026342987139694442	JPN	W
0.24076448979765927	0.010245545362609744	JPN	W
-0.0810921454793451	-0.004116311905302375	JPN	W
0.21145564490258273	0.008234663901726214	JPN	W
0.1343928737016763	-0.03462808360355616	JPN	W
0.3423217359354076	0.03802043132614385	JPN	W
0.3678277744723149	0.08302101171760165	JPN	W
0.09288385422769137	-0.06675051283913916	JPN	W
0.08791463243367278	-0.05866196608872168	JPN	W
0.36543731621192865	0.05883269356226303	JPN	W
0.275419163976133	0.0666519889623157	JPN	W
0.2582225331695072	0.013454871353809395	JPN	W
0.23791826565701632	-0.0037087654194459317	JPN	W
0.15161820490880606	0.03923612883473842	JPN	W
0.3449361443902371	0.0754260877458925	JPN	W
0.19557716807109513	-0.03543955150827642	JPN	W
0.326027657237293	0.05167680047866307	JPN	W
0.1702326231195452	-0.005418539431838135	JPN	W
0.26501284706323286	0.03764944491760816	JPN	W
0.05410017588126924	0.35121478193849975	JPN	W
0.16918937187053823	0.02800838762966826	JPN	W
0.31472370644896586	0.0555419002585233	JPN	W
0.35132031464100083	0.03363002954719019	JPN	W
0.2582375757544856	0.04059140041665167	JPN	W
0.2035479372844113	-0.04828543835339869	JPN	W
0.24889820150344294	0.029600983840581706	JPN	W
0.01908178928426008	0.054610837855442254	JPN	W
-0.035011730225429756	0.29718708065527355	JPN	W
0.22540701351663256	-0.005931409636158896	JPN	W
0.38245367598194496	0.07453721981282739	JPN	W
0.02676675297974404	-0.10451197612047122	JPN	W
0.3170252322243489	0.03543973995498049	JPN	W
-0.22427602397520968	0.1918809757097373	JPN	W
0.26077625970032164	0.031208281033223723	JPN	W
0.10094549315774555	0.3571948390497235	JPN	W
0.17264909060315697	-0.028937951373691193	JPN	W
-0.053407316008836705	-0.013518600547149555	JPN	W
0.17900954957282111	0.05174653355822235	JPN	W
0.2949934590171192	0.031238975452031584	JPN	W
0.13566176417053566	-0.04335658564482224	JPN	W
0.32348634754331423	0.048968017647427024	JPN	W
-0.03776857765001986	0.3994841864459531	JPN	W
0.20628386738246754	0.014472898268533438	JPN	W
0.12631567285988887	-0.03887420095558764	JPN	W
0.214419449492355	-0.06498234661864516	JPN	W
0.28498412109167875	-0.04916555152789411	JPN	W
0.33731951418924655	0.08022555206859966	JPN	W
0.053962669144565725	-0.02033674706811473	JPN	W
0.017878015587844763	-0.06580118496289268	JPN	W
0.06116637838844242	0.4258977985999571	JPN	W
0.3539918909618515	0.09188535986559423	JPN	W
0.2826290040094911	0.04464115391859645	JPN	W
0.3341900889953002	0.030692370658085895	JPN	W
0.030881255006390766	0.0654858637899991	JPN	W
0.2980482346942119	-0.015300828494147252	JPN	W
0.33907928528012377	0.04217801669089587	JPN	W
-0.08424145687444959	0.04696686519326587	JPN	W
0.3648649650913708	0.04546880118262134	JPN	W
0.2541137421781383	-0.033812146188597715	JPN	W
0.28541949975369346	0.03293523989469413	JPN	W
0.2899728127128046	0.029524248070462535	JPN	W
0.2768857984287584	0.12477216093483537	JPN	W
0.24896643484699704	0.012552882393351051	JPN	W
0.20496109552751693	-0.05028413626485915	JPN	W
0.3151749395117752	0.03997488510181859	JPN	W
0.13693139486754813	-0.0984404193985486	JPN	W
0.15687491346867463	-0.017522780208781754	JPN	W
0.3138585993970178	0.058269493670429856	JPN	W
0.31237166738865224	0.05191519639994486	JPN	W
-0.05801428242183202	-0.2248961854760925	JPN	W
0.29686046093690444	0.037226012264874764	JPN	W
0.3308750211509144	0.08873160434905634	JPN	W
0.32520660787432204	-0.010551010814185623	JPN	W
0.20837674923449226	-0.03783687764124991	JPN	W
0.24538929111358185	-0.009800317083153766	JPN	W
-0.11512006633624995	0.04652074102025839	JPN	W
0.3316875462159902	0.06650764028270735	JPN	W
0.2758663898625337	-0.006180776679416205	JPN	W
0.15932934599276727	-0.05137160195535078	JPN	W
-0.10219709052291874	0.05608774517883357	JPN	W
0.029372381882349707	-0.07009941228832313	JPN	W
0.3753819573797085	0.08367323340722914	JPN	W
0.3095333181896747	0.047466966811215254	JPN	W
0.29528273140075356	-0.011239340011753703	JPN	W
0.32852995143938846	0.05011700627479659	JPN	W
0.16060942109393173	0.09779197324312362	JPN	W
0.1091522982125529	0.29081817543332034	JPN	W
0.16578591466435905	-0.08355242766066294	JPN	W
-0.0822466727843457	0.3439070277541182	JPN	W
0.24634598807206348	0.004418547899690613	JPN	W
0.08325303605865596	-0.14832892994961255	ITA	W
-0.04961335662149811	0.20759698067030044	ITA	W
0.15596991611570538	-0.06634344764696001	ITA	W
0.08956533940492459	-0.1213879244466864	ITA	W
0.08140305080581586	-0.08848309901173006	ITA	W
0.1322741672519162	-0.08433230685021922	ITA	W
0.08695819127305307	-0.09813449451681959	ITA	W
