sample	country	westernization
SID39_M	SWE	W
SID39.TO.VG	ITA	W
SID42_M	SWE	W
SID42.TO.VG.2	ITA	W
SID44.TO.V	ITA	W
SID45.BO.V.new	ITA	W
SID45_M	SWE	W
SID503_M	SWE	W
SID504_M	SWE	W
SID507_M	SWE	W
SID511_M	SWE	W
SID51_M	SWE	W
SID521_M	SWE	W
SID526_M	SWE	W
SID527_M	SWE	W
SID532_M	SWE	W
SID536_M	SWE	W
SID53_M	SWE	W
SID544_M	SWE	W
SID546_M	SWE	W
SID549_M	SWE	W
SID560_M	SWE	W
SID565_M	SWE	W
SID566_M	SWE	W
SID567_M	SWE	W
SID570_M	SWE	W
SID572_M	SWE	W
SID577_M	SWE	W
SID582_M	SWE	W
SID585_M	SWE	W
SID587_M	SWE	W
SID589_M	SWE	W
SID590_M	SWE	W
SID591_M	SWE	W
SID598_M	SWE	W
SID599_M	SWE	W
SID608_M	SWE	W
SID615_M	SWE	W
SID622_M	SWE	W
SID624_M	SWE	W
SID626_M	SWE	W
SID633_M	SWE	W
SID635_M	SWE	W
SID637_M	SWE	W
SID640_M	SWE	W
SID70_M	SWE	W
SID713A002-11-0-0	DEU	W
SID713A002-11-90-0	DEU	W
SID713A004-11-0-0	DEU	W
SID713A004-11-90-0	DEU	W
SID713A005-11-0-0	DEU	W
SID713A005-11-90-0	DEU	W
SID713A009-11-0-0	DEU	W
SID713A009-11-90-0	DEU	W
SID713A010-11-0-0	DEU	W
SID713A010-11-90-0	DEU	W
SID713A012-11-0-0	DEU	W
SID713A012-11-90-0	DEU	W
SID713A013-11-0-0	DEU	W
SID713A013-11-90-0	DEU	W
SID713A014-11-0-0	DEU	W
SID713A014-11-90-0	DEU	W
SID713A015-11-0-0	DEU	W
SID713A015-11-90-0	DEU	W
SID713A021-11-0-0	DEU	W
SID713A021-11-90-0	DEU	W
SID713A023-11-0-0	DEU	W
SID713A023-11-90-0	DEU	W
SID713A026-11-0-0	DEU	W
SID713A026-11-90-0	DEU	W
SID713A028-11-0-0	DEU	W
SID713A028-11-90-0	DEU	W
SID713A029-11-0-0	DEU	W
SID713A029-11-90-0	DEU	W
SID713A030-11-0-0	DEU	W
SID713A030-11-90-0	DEU	W
SID713A033-11-0-0	DEU	W
SID713A033-11-90-0	DEU	W
SID713A037-11-0-0	DEU	W
SID713A037-11-90-0	DEU	W
SID713A038-11-0-0	DEU	W
SID713A038-11-90-0	DEU	W
SID713A039-11-0-0	DEU	W
SID713A039-11-90-0	DEU	W
SID713A040-11-0-0	DEU	W
SID713A040-11-90-0	DEU	W
SID713A045-11-0-0	DEU	W
SID713A045-11-90-0	DEU	W
SID713A046-11-0-0	DEU	W
SID713A046-11-90-0	DEU	W
SID713A049-11-0-0	DEU	W
SID713A049-11-90-0	DEU	W
SID713A051-11-0-0	DEU	W
SID713A051-11-90-0	DEU	W
SID713A052-11-0-0	DEU	W
SID713A052-11-90-0	DEU	W
SID713A053-11-0-0	DEU	W
SID713A053-11-90-0	DEU	W
SID713A055-11-0-0	DEU	W
SID713A055-11-90-0	DEU	W
SID713A056-11-0-0	DEU	W
SID713A056-11-90-0	DEU	W
SID713A057-11-0-0	DEU	W
SID713A057-11-90-0	DEU	W
SID713A058-11-0-0	DEU	W
SID713A058-11-90-0	DEU	W
SID713A062-11-0-0	DEU	W
SID713A062-11-90-0	DEU	W
SID713A063-11-0-0	DEU	W
SID713A063-11-90-0	DEU	W
SID713A066-11-0-0	DEU	W
SID713A066-11-90-0	DEU	W
SID713A068-11-0-0	DEU	W
SID713A068-11-90-0	DEU	W
SID713A073-11-0-0	DEU	W
SID713A073-11-90-0	DEU	W
SID713A074-11-0-0	DEU	W
SID713A074-11-90-0	DEU	W
SID713A077-11-0-0	DEU	W
SID713A077-11-90-0	DEU	W
SID713A087-11-0-0	DEU	W
SID713A087-11-90-0	DEU	W
SID713A088-11-0-0	DEU	W
SID713A088-11-90-0	DEU	W
SID713A089-11-0-0	DEU	W
SID713A089-11-90-0	DEU	W
SID713B002-11-0-0	DEU	W
SID713B002-11-90-0	DEU	W
SID713B003-11-0-0	DEU	W
SID713B003-11-90-0	DEU	W
SID713B004-11-0-0	DEU	W
SID713B004-11-90-0	DEU	W
SID713B005-11-0-0	DEU	W
SID713B005-11-90-0	DEU	W
SID713B007-11-0-0	DEU	W
SID713B007-11-90-0	DEU	W
SID713B012-11-0-0	DEU	W
SID713B012-11-90-0	DEU	W
SID713B014-11-0-0	DEU	W
SID713B014-11-90-0	DEU	W
SID713B015-11-0-0	DEU	W
SID713B015-11-90-0	DEU	W
SID713B016-11-0-0	DEU	W
SID713B016-11-90-0	DEU	W
SID713B020-11-0-0	DEU	W
SID713B020-11-90-0	DEU	W
SID713B025-11-0-0	DEU	W
SID713B025-11-90-0	DEU	W
SID713B026-11-0-0	DEU	W
SID713B026-11-90-0	DEU	W
SID713B029-11-0-0	DEU	W
SID713B029-11-90-0	DEU	W
SID713B030-11-0-0	DEU	W
SID713B030-11-90-0	DEU	W
SID713B032-11-0-0	DEU	W
SID713B032-11-90-0	DEU	W
SID713B033-11-0-0	DEU	W
SID713B033-11-90-0	DEU	W
SID713B035-11-0-0	DEU	W
SID713B035-11-90-0	DEU	W
SID713B037-11-0-0	DEU	W
SID713B037-11-90-0	DEU	W
SID713B040-11-0-0	DEU	W
SID713B040-11-90-0	DEU	W
SID713B041-11-0-0	DEU	W
SID713B041-11-90-0	DEU	W
SID713B042-11-0-0	DEU	W
SID713B042-11-90-0	DEU	W
SID713B043-11-0-0	DEU	W
SID713B043-11-90-0	DEU	W
SID713B044-11-0-0	DEU	W
SID713B044-11-90-0	DEU	W
SID713B046-11-0-0	DEU	W
SID713B046-11-90-0	DEU	W
SID713B049-11-0-0	DEU	W
SID713B049-11-90-0	DEU	W
SID713B051-11-0-0	DEU	W
SID713B051-11-90-0	DEU	W
SID713B052-11-0-0	DEU	W
SID713B052-11-90-0	DEU	W
SID713B053-11-0-0	DEU	W
SID713B053-11-90-0	DEU	W
SID713B057-11-0-0	DEU	W
SID713B057-11-90-0	DEU	W
SID713B061-11-0-0	DEU	W
SID713B061-11-90-0	DEU	W
SID713B063-11-0-0	DEU	W
SID713B063-11-90-0	DEU	W
SID713B064-11-0-0	DEU	W
SID713B064-11-90-0	DEU	W
SID713B069-11-0-0	DEU	W
SID713B069-11-90-0	DEU	W
SID713B072-11-0-0	DEU	W
SID713B072-11-90-0	DEU	W
SID713B073-11-0-0	DEU	W
SID713B073-11-90-0	DEU	W
SID713B076-11-0-0	DEU	W
SID713B076-11-90-0	DEU	W
SID78_M	SWE	W
SID7_M	SWE	W
SID82_M	SWE	W
SID87_M	SWE	W
SID9_M	SWE	W
SIDVOV03_metag	ITA	W
SIDVOV08_metag	ITA	W
SIDVOV104_metag	ITA	W
SIDVOV108_metag	ITA	W
SIDVOV109_metag	ITA	W
SIDVOV112_metag	ITA	W
SIDVOV113_metag	ITA	W
SIDVOV114_metag	ITA	W
SIDVOV16_metag	ITA	W
SIDVOV20_metag	ITA	W
SIDVOV24_metag	ITA	W
SIDVOV25_metag	ITA	W
SIDVOV26_metag	ITA	W
SIDVOV28_metag	ITA	W
SIDVOV29_metag	ITA	W
SIDVOV32_metag	ITA	W
SIDVOV34_metag	ITA	W
SIDVOV35_metag	ITA	W
SIDVOV36_metag	ITA	W
SIDVOV38_metag	ITA	W
SIDVOV39_metag	ITA	W
SIDVOV46_metag	ITA	W
SIDVOV48_metag	ITA	W
SIDVOV49_metag	ITA	W
SIDVOV52_metag	ITA	W
SIDVOV53_metag	ITA	W
SIDVOV54_metag	ITA	W
SIDVOV56_metag	ITA	W
SIDVOV58_metag	ITA	W
SIDVOV59_metag	ITA	W
SIDVOV60_metag	ITA	W
SIDVOV66_metag	ITA	W
SIDVOV70_metag	ITA	W
SIDVOV72_metag	ITA	W
SIDVOV75_metag	ITA	W
SIDVOV76_metag	ITA	W
SIDVOV77_metag	ITA	W
SIDVOV78_metag	ITA	W
SIDVOV79_metag	ITA	W
SIDVOV81_metag	ITA	W
SIDVOV82_metag	ITA	W
SIDVOV96_metag	ITA	W
SIDVOV97_metag	ITA	W
SIDVOV98_metag	ITA	W
SIDVOV99_metag	ITA	W
SRS011061	USA	W
SRS011084	USA	W
SRS011134	USA	W
SRS011239	USA	W
SRS011271	USA	W
SRS011302	USA	W
SRS011405	USA	W
SRS011452	USA	W
SRS011529	USA	W
SRS011586	USA	W
SRS012273	USA	W
SRS012902	USA	W
SRS013158	USA	W
SRS013215	USA	W
SRS013476	USA	W
SRS013521	USA	W
SRS013687	USA	W
SRS013800	USA	W
SRS013951	USA	W
SRS014235	USA	W
SRS014287	USA	W
SRS014313	USA	W
SRS014459	USA	W
SRS014613	USA	W
SRS014683	USA	W
SRS014923	USA	W
SRS014979	USA	W
SRS015065	USA	W
SRS015133	USA	W
SRS015190	USA	W
SRS015217	USA	W
SRS015264	USA	W
SRS015369	USA	W
SRS015663	USA	W
SRS015782	USA	W
SRS015794	USA	W
SRS015854	USA	W
SRS015960	USA	W
SRS016018	USA	W
SRS016056	USA	W
SRS016095	USA	W
SRS016203	USA	W
SRS016267	USA	W
SRS016335	USA	W
SRS016495	USA	W
SRS016585	USA	W
SRS016753	USA	W
SRS016954	USA	W
SRS016989	USA	W
SRS017103	USA	W
SRS017191	USA	W
SRS017247	USA	W
SRS017307	USA	W
SRS017433	USA	W
SRS017521	USA	W
SRS017701	USA	W
SRS017821	USA	W
SRS018133	USA	W
SRS018313	USA	W
SRS018351	USA	W
SRS018427	USA	W
SRS018575	USA	W
SRS018656	USA	W
SRS018817	USA	W
SRS019030	USA	W
SRS019161	USA	W
SRS019267	USA	W
SRS019397	USA	W
SRS019582	USA	W
SRS019601	USA	W
SRS019685	USA	W
SRS019787	USA	W
SRS019910	USA	W
SRS019968	USA	W
SRS020233	USA	W
SRS020328	USA	W
SRS020869	USA	W
SRS021484	USA	W
SRS021948	USA	W
SRS022071	USA	W
SRS022137	USA	W
SRS022524	USA	W
SRS022609	USA	W
SRS022713	USA	W
SRS023346	USA	W
SRS023526	USA	W
SRS023583	USA	W
SRS023829	USA	W
SRS023914	USA	W
SRS023971	USA	W
SRS024009	USA	W
SRS024075	USA	W
SRS024132	USA	W
SRS024265	USA	W
SRS024331	USA	W
SRS024388	USA	W
SRS024435	USA	W
SRS024549	USA	W
SRS024625	USA	W
SRS042284	USA	W
SRS042628	USA	W
SRS043001	USA	W
SRS043411	USA	W
SRS043701	USA	W
SRS045004	USA	W
SRS045645	USA	W
SRS045713	USA	W
SRS047014	USA	W
SRS047044	USA	W
SRS048164	USA	W
SRS048870	USA	W
SRS049164	USA	W
SRS049712	USA	W
SRS049900	USA	W
SRS049959	USA	W
SRS049995	USA	W
SRS050299	USA	W
SRS050422	USA	W
SRS050752	USA	W
SRS050925	USA	W
SRS051031	USA	W
SRS051882	USA	W
SRS052027	USA	W
SRS052697	USA	W
SRS053214	USA	W
SRS053335	USA	W
SRS053398	USA	W
SRS054590	USA	W
SRS055982	USA	W
SRS056259	USA	W
SRS056519	USA	W
SRS057478	USA	W
SRS057717	USA	W
SRS058723	USA	W
SRS058770	USA	W
SRS062427	USA	W
SRS063040	USA	W
SRS063985	USA	W
SRS064276	USA	W
SRS064557	USA	W
SRS064645	USA	W
SRS065504	USA	W
SRS075398	USA	W
SRS077730	USA	W
SRS078176	USA	W
thistle1-11-0-0	DEU	W
thistle2-11-0-0	DEU	W
tigress-11-0-0	DEU	W
tigress-11-2-0	DEU	W
tigress-11-392-0	DEU	W
tigress-11-60-0	DEU	W
tigress-11-7-0	DEU	W
Travel001	IRL	W
Travel002	IRL	W
Travel003	IRL	W
Travel004	IRL	W
Travel005	IRL	W
Travel006	IRL	W
Travel007	IRL	W
Travel008	IRL	W
Travel009	IRL	W
Travel010	IRL	W
Travel011	IRL	W
Travel012	IRL	W
Travel014	IRL	W
Travel015	IRL	W
Travel016	IRL	W
Travel017	IRL	W
Travel018	IRL	W
Travel019	IRL	W
Travel020	IRL	W
Travel021	IRL	W
Travel023	IRL	W
Travel024	IRL	W
Travel026	IRL	W
Travel028	IRL	W
Travel030	IRL	W
Travel031	IRL	W
Travel036	IRL	W
Travel037	IRL	W
Travel038	IRL	W
Travel039	IRL	W
Travel040	IRL	W
Travel041	IRL	W
Travel042	IRL	W
Travel043	IRL	W
Travel045	IRL	W
Travel046	IRL	W
Travel047	IRL	W
Travel048	IRL	W
Travel049	IRL	W
Travel051	IRL	W
Travel052	IRL	W
Travel053	IRL	W
Travel054	IRL	W
Travel057	IRL	W
Travel058	IRL	W
Travel059	IRL	W
Travel060	IRL	W
Travel062	IRL	W
Travel063	IRL	W
Travel064	IRL	W
Travel065	IRL	W
Travel066	IRL	W
Travel067	IRL	W
Travel068	IRL	W
Travel070	IRL	W
Travel071	IRL	W
Travel072	IRL	W
Travel073	IRL	W
Travel075	IRL	W
Travel076	IRL	W
Travel077	IRL	W
Travel078	IRL	W
Travel079	IRL	W
Travel080	IRL	W
Travel081	IRL	W
Travel082	IRL	W
Travel083	IRL	W
Travel084	IRL	W
Travel085	IRL	W
Travel086	IRL	W
Travel087	IRL	W
Travel088	IRL	W
Travel089	IRL	W
Travel090	IRL	W
Travel091	IRL	W
Travel092	IRL	W
Travel093	IRL	W
Travel095	IRL	W
Travel096	IRL	W
Travel098	IRL	W
Travel099	IRL	W
Travel100	IRL	W
Travel101	IRL	W
Travel102	IRL	W
Travel103	IRL	W
Travel104	IRL	W
Travel105	IRL	W
Travel107	IRL	W
Travel108	IRL	W
Travel109	IRL	W
Travel110	IRL	W
Travel111	IRL	W
Travel112	IRL	W
Travel113	IRL	W
Travel114	IRL	W
Travel115	IRL	W
Travel117	IRL	W
Travel118	IRL	W
Travel119	IRL	W
Travel120	IRL	W
Travel121	IRL	W
Travel122	IRL	W
Travel123	IRL	W
Travel124	IRL	W
Travel125	IRL	W
Travel126	IRL	W
Travel128	IRL	W
Travel129	IRL	W
Travel130	IRL	W
KHK2	MSM	MSM
KHK3	MSM	MSM
MSM_L1_A5	MSM	MSM
MSM_L1_A6	MSM	MSM
MSM_L1_A7	MSM	MSM
KHK8	MSM	MSM
MSM_L1_A10	MSM	MSM
KHK11	MSM	MSM
MSM_L1_B2	MSM	MSM
KHK16	MSM	MSM
MSM_L1_B5	MSM	MSM
MSM_L1_B6	MSM	MSM
KHK19	MSM	MSM
MSM_L1_B9	MSM	MSM
MSM_L1_B10	MSM	MSM
KHK24	MSM	MSM
KHK25	MSM	MSM
MSM_L1_C3	MSM	MSM
KHK28	MSM	MSM
KHK29	MSM	MSM
KHK33	MSM	MSM
KHK34	MSM	MSM
KHK35	MSM	MSM
KHK36	MSM	MSM
KHK39	MSM	MSM
MSM_L1_D3	MSM	MSM
MSM_L1_D5	MSM	MSM
KHK43	MSM	MSM
KHK44	MSM	MSM
MSM_L1_D8	MSM	MSM
KHK46	MSM	MSM
MSM_L1_D10	MSM	MSM
KHK48	MSM	MSM
MSM_L1_D12	MSM	MSM
KHK52	MSM	MSM
KHK53	MSM	MSM
KHK54	MSM	MSM
KHK56	MSM	MSM
KHK57	MSM	MSM
KHK58	MSM	MSM
KHK59	MSM	MSM
MSM_L2_A1	MSM	MSM
P002	MSM	MSM
P003	MSM	MSM
MSM_L2_A5	MSM	MSM
P006	MSM	MSM
P007	MSM	MSM
MSM_L2_A8	MSM	MSM
MSM_L2_A10	MSM	MSM
MSM_L2_A12	MSM	MSM
P014	MSM	MSM
MSM_L2_B5	MSM	MSM
MSM_L2_B6	MSM	MSM
MSM_L2_B8	MSM	MSM
MSM_L2_B9	MSM	MSM
MSM_L2_B11	MSM	MSM
MSM_L2_B12	MSM	MSM
MSM_L2_C1	MSM	MSM
MSM_L2_C2	MSM	MSM
P027	MSM	MSM
P028	MSM	MSM
P029	MSM	MSM
MSM_L2_C6	MSM	MSM
MSM_L2_C7	MSM	MSM
MSM_L2_C8	MSM	MSM
MSM_L2_C9	MSM	MSM
P034	MSM	MSM
P035	MSM	MSM
P036	MSM	MSM
P037	MSM	MSM
MSM_L2_D2	MSM	MSM
P039	MSM	MSM
MSM_L2_D5	MSM	MSM
P042	MSM	MSM
P043	MSM	MSM
P044	MSM	MSM
MSM_L2_D9	MSM	MSM
P046	MSM	MSM
P047	MSM	MSM
P048	MSM	MSM
P049	MSM	MSM
P050	MSM	MSM
MSM_L2_E3	MSM	MSM
P052	MSM	MSM
MSM_L2_E5	MSM	MSM
P054	MSM	MSM
MSM_L2_E7	MSM	MSM
MSM_L2_E8	MSM	MSM
P057	MSM	MSM
MSM_L2_E11	MSM	MSM
MSM_L2_E12	MSM	MSM
MSM_L2_F1	MSM	MSM
MSM_L2_F2	MSM	MSM
MSM_L2_C12	MSM	MSM
MSM_L2_D1	MSM	MSM
MSM_L2_D3	MSM	MSM
MSM_L2_D6	MSM	MSM
MSM_L2_D7	MSM	MSM
MSM_L2_D8	MSM	MSM
MSM_L2_D10	MSM	MSM
MSM_L2_D11	MSM	MSM
MSM_L2_D12	MSM	MSM
MSM_L2_E1	MSM	MSM
MSM_L2_E2	MSM	MSM
MSM_L2_E4	MSM	MSM
MSM_L2_E6	MSM	MSM
MSM_L2_E9	MSM	MSM
SZAXPI029489-87	CHN	NWU
SZAXPI029490-88	CHN	NWU
SZAXPI029491-89	CHN	NWU
SZAXPI029492-90	CHN	NWU
SZAXPI029551-166	CHN	NWU
SZAXPI029552-169	CHN	NWU
SZAXPI029553-32	CHN	NWU
SZAXPI029554-33	CHN	NWU
SZAXPI029555-35	CHN	NWU
SZAXPI029556-40	CHN	NWU
SZAXPI029557-42	CHN	NWU
SZAXPI029558-44	CHN	NWU
SZAXPI029559-50	CHN	NWU
SZAXPI029560-51	CHN	NWU
SZAXPI029561-52	CHN	NWU
SZAXPI029563-66	CHN	NWU
SZAXPI029587-106	CHN	NWU
SZAXPI029588-107	CHN	NWU
SZAXPI029593-133	CHN	NWU
SZAXPI029598-166	CHN	NWU
SZAXPI029599-169	CHN	NWU
SZAXPI029600-27	CHN	NWU
SZAXPI029601-32	CHN	NWU
SZAXPI029602-33	CHN	NWU
SZAXPI029670-27	CHN	NWU
nHF511704	CHN	NWU
nHM512705	CHN	NWU
nHM611708	CHN	NWU
nHF611710	CHN	NWU
nHM511712	CHN	NWU
nHM410714	CHN	NWU
nHM511615	CHN	NWU
nHM412716	CHN	NWU
nHM511717	CHN	NWU
nHF411719	CHN	NWU
nHM511720	CHN	NWU
nHF612722	CHN	NWU
nHF611623	CHN	NWU
nHMX11726	CHN	NWU
nHM410727	CHN	NWU
nHM511730	CHN	NWU
nHM510831	CHN	NWU
nHM510732	CHN	NWU
nHM511735	CHN	NWU
nHM510737	CHN	NWU
nHM511738	CHN	NWU
nHF411741	CHN	NWU
nHF409542	CHN	NWU
nHM612743	CHN	NWU
nHM411801	CHN	NWU
nHM512802	CHN	NWU
nHM412703	CHN	NWU
nHM512806	CHN	NWU
nHM612607	CHN	NWU
nHM612709	CHN	NWU
nHM512811	CHN	NWU
nHM511813	CHN	NWU
nHF512818	CHN	NWU
nHM511821	CHN	NWU
nHM612724	CHN	NWU
nHM512828	CHN	NWU
nHF512829	CHN	NWU
nHM410833	CHN	NWU
nHM512834	CHN	NWU
nHM412839	CHN	NWU
nHM412844	CHN	NWU
