	P057	P054	P052	P050	P049	P048	P047	P046	P044	P043	P042	P040	P039	P037	P036	P035	P034	P029	P028	P027	P022	P019	P016	P015	P014	P013	P011	P009	P007	P006	P004	P003	P002	MSM_L2_F7	MSM_L2_F5	MSM_L2_F4	MSM_L2_F3	MSM_L2_F2	MSM_L2_E9	MSM_L2_E8	MSM_L2_E7	MSM_L2_E6	MSM_L2_E5	MSM_L2_E4	MSM_L2_E3	MSM_L2_E2	MSM_L2_E1	MSM_L2_E11	MSM_L2_E10	MSM_L2_D9	MSM_L2_D8	MSM_L2_D7	MSM_L2_D6	MSM_L2_D4	MSM_L2_D3	MSM_L2_D1	MSM_L2_D12	MSM_L2_D11	MSM_L2_D10	MSM_L2_C9	MSM_L2_C8	MSM_L2_C7	MSM_L2_C6	MSM_L2_C2	MSM_L2_C1	MSM_L2_C12	MSM_L2_B9	MSM_L2_B8	MSM_L2_B6	MSM_L2_B5	MSM_L2_B12	MSM_L2_B11	MSM_L2_A8	MSM_L2_A5	MSM_L2_A1	MSM_L2_A12	MSM_L2_A10	MSM_L1_D3	MSM_L1_D1	MSM_L1_D12	MSM_L1_D10	MSM_L1_C7	MSM_L1_C3	MSM_L1_C2	MSM_L1_B5	MSM_L1_B2	MSM_L1_B11	MSM_L1_B10	MSM_L1_A9	MSM_L1_A7	MSM_L1_A5	MSM_L1_A10	KHK8	KHK59	KHK58	KHK57	KHK56	KHK55	KHK54	KHK53	KHK52	KHK51	KHK4	KHK48	KHK46	KHK44	KHK43	KHK3	KHK39	KHK37	KHK36	KHK35	KHK34	KHK33	KHK2	KHK29	KHK28	KHK25	KHK24	KHK1	KHK19	KHK16	KHK11
Prevotella_melaninogenica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella_pectinovora	0.27318	0.06594	0.0	0.0	0.68927	1.07826	1.1342	0.33521	0.3525	0.11287	0.0	0.0	0.3037	0.03089	0.00186	0.30078	0.0	0.32059	0.24923	0.0	0.0	0.18819	0.0	0.0	0.0	0.0	0.0	0.08976	0.07284	0.0	0.10675	0.09413	0.08808	0.0	0.0	0.0	0.0	0.0	0.3052	0.82087	1.07528	0.05232	0.0	0.0	0.07656	0.0	0.99849	0.0	0.0	0.26257	0.46507	0.15471	0.0	0.0	0.32496	0.04084	1.43051	1.32795	0.46765	0.05832	0.02939	0.13487	0.0	0.0	0.0	0.00357	0.48455	1.27602	0.01016	0.44305	0.72562	0.0	0.0	1.03171	1.44451	1.5399	0.17037	0.0	0.0	0.0	0.0	0.0	0.0974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85815	0.33925	0.39699	0.47306	1.27187	0.0	0.25504	0.37822	0.0	0.67449	0.0	0.0	0.0	0.14055	1.95611	0.21674	0.86856	0.0	0.64608	0.36722	0.03486	0.55391	0.00119	0.26221	2.03523	0.0	0.26593	0.0	1.403	0.00159	0.0
Prevotella_stercorea	0.0	0.0	0.0	0.0	0.0	0.11749	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.11917	0.0	5.00477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.14663	0.0	0.0	0.0	0.0	0.81589	0.0	0.0	0.0	0.0	0.0	0.84373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76909	0.0	0.94499	0.0	0.31102	0.00753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19112	0.0
Prevotella_timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02587	0.0	0.10313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03121	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00592	0.00571	0.0	0.0	0.00074	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB1215_SGB1581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB1222_SGB1592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35246	0.0	0.0	0.0	0.0	0.0
GGB1227_SGB1600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB1239_SGB1657	0.17791	0.0	0.3599	2.41512	0.43717	1.27887	0.1646	1.65947	0.17813	0.1926	0.0	0.0	0.3899	0.0	0.04872	0.0	0.14928	0.0	6.51438	0.0	0.0	0.03781	0.0	0.0	0.77683	0.0	1.5334	0.10889	0.37212	0.0	0.0	0.1712	0.04546	0.0	0.0	0.0	0.0	0.0	0.07791	2.44888	0.31494	0.0	0.0	0.26316	0.7422	2.44175	0.40142	0.0	0.0	0.37186	0.12558	0.13347	0.0	0.0	0.3436	0.0	1.02635	0.11706	1.32885	0.0	0.0	1.47745	0.0	0.0	0.0	0.05629	0.03408	0.5087	0.00679	0.0	0.57998	0.0	0.0	0.0	0.0	1.34116	0.02297	0.0	0.0	0.0	0.0	0.0	0.05451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67274	0.0	1.00614	1.15247	0.76265	0.76337	0.04578	0.0	0.03968	0.19662	0.0	0.712	0.0	0.0	0.24816	0.10653	0.2587	0.0	1.02531	0.0	0.26849	0.78657	0.53254	0.0	0.0	1.41906	3.1599	0.0	0.54792	0.0	0.0	0.0	1.21026
GGB1243_SGB1663	0.0	0.0	0.41973	0.48522	0.6417	0.05218	0.17325	0.0	0.10248	0.0531	0.0	0.0	0.09231	0.0	0.01565	0.0	0.12338	0.0	0.0	0.0	0.0	0.04258	0.0	0.0	0.0	0.0	0.0	0.0221	0.53082	0.0	0.0	0.08885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24245	0.0	0.0	0.36725	0.39825	0.53025	0.73911	0.0	0.0	0.0	0.09512	0.05073	0.0	0.0	0.0959	0.0	0.05288	0.15649	0.0	0.03247	0.0	0.0	0.0	0.0	0.0	0.01751	0.19068	0.38861	0.01099	0.13864	0.11154	0.0	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98315	0.68488	0.30597	0.0	0.01418	0.0	0.01309	0.0	0.0	0.10095	0.0	0.0	0.04512	0.0	0.1119	0.0	0.28273	0.0	0.04016	0.24369	0.10604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00659	1.49148
GGB1244_SGB1664	0.0	0.0	0.0	0.0	0.03768	0.01068	0.1021	0.15693	0.17246	0.0	0.0	0.0	0.05746	0.0	0.11214	0.2255	0.0	0.0	0.22467	0.0	0.0	0.10356	0.0	0.0	0.0	0.0	0.0	0.03221	0.10745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16605	0.0	0.0	0.0	0.0	0.0	0.05907	0.0	0.0	0.0	0.22837	0.0	0.0	0.0	0.05775	0.0	0.01465	0.12749	0.22885	0.0	0.0	0.0	0.0	0.0	0.0	0.15879	0.64088	0.48316	0.0	0.0	0.0	0.0	0.0	0.258	0.0	0.0	0.04645	0.0	0.0	0.0	0.0	0.0	0.07761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22806	0.0	0.0	0.11747	0.0	0.0	0.0	0.0	0.08101	0.0	0.0	0.09524	0.01926	0.0	0.0	0.0	0.0	0.0	0.08284	0.0	0.0	0.0	0.10123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB1246_SGB1667	0.0	0.0	0.0	0.0	0.62608	0.40881	0.50138	1.71589	0.07531	0.80661	0.0	0.0	0.18783	0.02568	0.01169	0.0	2.0216	0.63972	2.08561	0.0	0.0	0.0	0.13995	0.0	0.0	0.0	0.0	0.56388	0.97901	0.0	1.88799	0.08417	0.01668	0.0	0.0	0.0	0.0	0.0	0.0	0.1739	0.08673	0.0	0.0	0.0	0.0	0.0	0.69488	0.0	0.0	0.0	0.09139	0.94316	0.0	0.0	0.20349	0.05706	0.47944	0.59486	2.10851	0.0	0.0	1.00494	0.0	0.0	0.0	0.02027	0.35211	0.1362	0.0	0.0	0.34177	0.53718	0.0	0.0	0.0	0.0	0.01101	0.0	0.0	0.06586	0.0	0.0	0.19965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55634	0.38029	1.46868	0.0	0.18622	0.0	0.13814	0.34265	0.0	0.25847	0.0	0.0	1.01024	0.19728	0.27435	0.45503	2.50913	0.0	0.08366	0.95882	0.96153	0.0	0.00851	0.20098	0.0	0.0	0.0	0.0	0.0	0.0285	1.02792
GGB1247_SGB1668	1.71715	0.68254	1.5401	1.9926	0.53894	0.5501	3.71256	1.18043	1.19258	0.52827	0.0	0.0	2.52188	0.0	0.01442	0.0	0.0	1.01498	1.02751	0.0	0.0	0.62338	1.33246	0.0	0.76646	0.0	0.0	0.00677	1.62309	2.63075	0.0	0.07797	0.14701	0.0	0.0	0.0	0.0	0.0	1.87637	3.98135	2.04816	0.6386	0.02824	1.85181	0.0	2.08645	0.58613	0.0	0.0	2.05279	1.34173	0.60059	0.0	0.0	2.65945	0.0	0.63225	4.26474	1.43099	0.03379	0.0	0.91247	0.0	0.0	4.74133	0.03644	0.4051	1.78311	0.00221	2.34301	0.99661	1.37673	0.0	0.70121	0.0	2.54671	0.1209	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21225	0.85367	1.66838	2.00669	0.0	0.0	0.0	0.05437	0.0	0.15027	0.0	0.0	1.48373	0.17445	0.37169	4.65673	2.52725	0.0	0.00067	0.77706	0.12272	0.67491	0.0	0.20904	3.14093	0.0	1.42192	0.0	0.0	0.03117	0.69172
GGB1249_SGB1670	0.0	0.0	0.0	0.0	0.25352	0.06789	0.04202	0.06072	0.03247	0.06019	0.0	0.0	0.03069	0.0	0.0055	0.01371	0.0	0.03152	0.11233	0.0	0.0	0.0	0.05201	0.0	0.0	1.10085	0.0	0.17764	0.07456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08808	0.19035	0.0	0.08864	0.0	0.26379	0.0	0.31784	0.0	0.0	0.0	0.03981	0.08724	0.0	0.0	0.03316	0.0	0.08365	0.05107	0.08758	0.0	0.0	0.07319	0.0	0.0	0.0	0.00788	0.05478	0.04994	1.00094	0.0	0.37507	0.0	0.0	0.0	0.31428	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.13536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05508	0.0	0.01651	1.15002	0.0	0.32462	0.04199	0.0	0.02258	0.0	0.0	0.03262	0.01131	0.72139	0.06227	0.13504	0.0	0.15548	0.09881	0.00101	0.0	0.0018	0.06787	0.0	0.0	0.0	0.0	0.09108	0.11633	0.42346
GGB1250_SGB1672	0.0	0.0	0.0	0.0	0.11839	0.07485	0.65243	3.69648	0.24384	0.33693	0.0	0.0	0.57531	0.0	0.00137	0.0	0.70031	0.58677	0.0	0.0	0.0	0.0	0.0	0.0	0.02548	0.0	0.0	0.06477	0.05043	0.0	0.0	0.01667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12186	0.2899	0.0	0.0	0.0	0.0	0.0	0.14665	0.0	0.0	0.92243	0.27979	0.38469	0.0	0.0	0.60076	0.0	0.08402	0.80641	4.88317	0.0	0.0	1.39903	0.0	0.0	0.0	0.00078	0.03829	0.31234	0.02591	0.0	0.72545	0.56242	0.0	0.0	0.0	0.0	0.05324	0.0	0.0	0.0	0.0	0.0	0.00903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32012	0.0	0.10858	0.0	6.44426	0.37744	0.40459	0.0	0.0973	0.0	0.0	0.00309	0.0	2.19137	0.0	0.24945	4.38771	0.0	0.64043	0.0	0.0	0.46455	0.77826	0.46277	0.00881	0.1402	4.33252	0.0	3.26397	0.0	3.37084	0.00981	0.09341
GGB1250_SGB1673	3.91042	2.58648	0.0	0.0	0.02254	0.0885	0.1346	1.12049	2.55644	0.6184	0.0	0.0	1.17275	0.0	0.10013	0.0	0.0	11.01192	13.70793	0.0	0.0	1.41831	2.70914	0.0	0.84237	0.0	0.0	1.71192	2.26379	0.0	0.0	0.68408	0.22363	0.0	0.0	0.0	0.0	0.0	3.27997	5.14153	5.31735	2.85429	0.3427	0.0	0.0	0.0	0.05154	0.0	0.0	0.0	2.86169	0.66368	0.0	0.0	1.16631	0.0	0.0776	0.15033	1.48629	0.0	0.0	1.55849	0.0	0.0	3.66662	0.15305	3.029	1.16896	0.24669	2.26816	5.62509	2.38258	0.0	1.02227	0.0	6.21092	0.35929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90363	0.0	2.20742	1.67826	0.0133	0.0	0.71986	0.0	0.11708	0.0	0.0	1.20104	0.0	2.74205	4.15711	2.39246	1.75144	0.0	0.67924	0.0	1.29638	3.5982	0.00614	0.0	0.0114	2.25294	1.98387	0.0	0.0	0.0	0.0	0.06208	2.76158
GGB1266_SGB1699	0.47748	0.59033	0.86724	0.0	2.47901	0.53243	0.12637	0.36368	0.90987	1.08511	0.0	3.46938	0.34612	0.11227	0.12032	1.52674	0.43506	0.1349	1.59141	1.18583	0.0	0.81419	0.54809	0.0	0.0	0.0	0.0	0.65732	0.63154	0.39333	0.83301	0.17636	1.01757	0.0	5.47483	0.0	0.0	0.08026	0.88339	1.15299	3.07397	0.6099	0.3326	1.19386	0.56741	0.0	4.2045	1.6572	0.0	0.44124	1.18569	1.64696	0.0	5.06298	0.3605	0.15005	0.63742	0.15555	0.45175	2.28306	0.17859	0.44579	0.0	0.0	0.0	0.16066	0.46558	0.54446	1.36201	1.48487	1.1911	0.0	3.50725	0.0	1.52966	1.40049	0.05642	0.0	0.0	0.0	0.0	0.0	0.30846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72698	0.0	0.1658	0.60289	0.55214	1.93717	7.04856	0.0	0.65201	0.97629	1.35855	0.29408	0.0	0.0	0.39774	0.19834	0.8678	0.72139	0.97282	0.0	0.47711	0.27611	2.20865	0.0	0.01644	0.17845	0.32939	0.0	0.75273	0.0	0.0	2.56344	7.39978
GGB1267_SGB1701	0.27679	3.05263	0.0	0.0	0.04791	1.05632	7.05814	0.0	0.06571	1.77996	0.0	0.0	0.0	0.0	1.29837	0.0	0.0	4.55692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31467	1.11889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2667	0.0	0.0	2.88143	0.0	0.0	0.0	0.0	0.0579	0.0	0.0	0.0	0.08236	2.35906	0.0	0.0	0.0	0.0	1.2938	8.18639	0.0	0.0	0.0	0.88402	0.0	0.0	0.0	2.37673	0.0	2.56654	0.0	0.0	0.0	1.95338	0.0	12.69992	0.0	0.0	0.02132	0.0	0.0	0.08321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	2.2813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95141	0.0	5.48565	0.0	0.27285	0.24824	0.0	0.0	0.0	0.0	0.0	0.0
GGB1270_SGB1705	0.0	0.0	0.0	0.0	0.69185	1.37908	1.64552	0.0	0.11807	0.0	0.0	0.0	0.02023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85633	0.0	0.0	0.0	0.15522	0.0	0.0	0.0	0.01762	0.0	1.68678	2.02736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19848	0.55392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36794	0.0	0.0	0.0	0.0	15.40447	0.0	0.0	0.0	0.0	0.0	0.0	1.9224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00449	0.0	3.92416	0.0	0.0	0.0	0.0	0.0	0.0
GGB1277_SGB1714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB12985_SGB20152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB18559_SGB27424	0.0	0.0	0.0	0.0	0.0	0.58368	0.0	1.75969	0.0	0.0	0.0	0.0	0.03708	0.0	0.0	0.0	1.9634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.72453	0.0	0.14618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03783	0.0	0.6895	0.0	2.10609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella_SGB1675	0.0	0.0	0.0	0.0	0.19631	0.13495	0.26665	0.6495	0.10973	0.15254	0.0	0.0	0.28851	0.0	0.00176	0.0	0.22884	0.23636	0.92481	0.58354	0.0	0.0	0.06583	0.0	0.1507	0.0	0.0	0.03416	0.28049	0.0	1.34042	0.04279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42616	0.48754	0.0	0.0	0.0	0.0	0.0	0.27654	0.0	0.0	0.0	0.14205	0.21308	0.0	0.0	0.32872	0.0	0.17708	0.32833	0.87623	0.00669	0.08746	0.50385	0.0	0.0	0.0	0.00205	0.15427	0.55797	0.0	0.0	0.39236	0.38413	0.0	0.0	0.0	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51693	0.0	0.06718	0.0932	0.21894	0.0	0.0	0.0	0.00236	0.0	0.0	0.00798	0.0	0.0	0.0	0.07358	0.0	0.0	0.34664	0.0	0.00787	0.26249	1.91951	0.0	0.0	0.12603	0.0	0.0	0.0	0.0	0.86937	0.0	0.41344
Prevotella_SGB1680	10.4266	4.57973	0.0	11.99448	0.0	3.58602	2.94156	2.01791	1.32708	2.18416	0.55842	0.0	7.67334	0.0	0.20483	13.27726	3.67376	0.9293	0.22938	4.94505	2.59959	0.83406	0.0	0.0	0.0	0.0	0.0	1.67194	3.66933	2.16846	5.88788	0.08059	0.38166	0.01134	0.0	0.0	0.0	1.65552	14.79116	10.13923	2.17401	4.48786	0.54527	0.0	2.25495	13.06585	0.0	0.0	0.0	2.83608	1.56206	3.0676	0.7053	0.0	8.07187	0.0	4.48262	3.44528	2.57757	0.28394	0.5962	2.16073	0.0	0.0	12.52615	0.29899	0.27455	3.11785	1.30747	0.17925	8.25946	0.0	0.0	2.11699	44.70813	7.27736	0.59778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.46616	0.0	0.0	0.0	0.0	0.0	0.0	2.0152	1.02525	0.0	2.75128	1.46972	0.0	0.52644	0.0	0.0	0.04718	0.0	0.0	0.65698	2.11949	3.70306	0.0	6.03245	0.0	0.526	0.8601	0.0691	0.0	0.00062	0.02237	0.0	0.0	9.75834	0.0	5.30376	0.07789	3.81293
Prevotella_sp_885	2.13419	0.15894	6.00061	0.0	1.43532	1.73506	0.30815	4.73333	0.54297	2.71372	0.0	0.0	3.54212	0.07086	0.00544	0.0	0.0	6.45842	1.1674	9.73294	0.0	0.53339	0.25091	0.0	3.03437	0.0	0.0	0.0	0.30582	6.80076	0.0	0.23069	0.1315	0.0	0.0	0.0	0.0	1.54865	2.4141	0.8351	0.18225	0.21731	0.0	7.29133	0.0	0.0	2.1678	0.0	0.0	1.43336	0.66844	3.38308	0.0	0.0	3.74842	0.11668	2.1854	0.34664	6.27237	0.07949	0.12936	1.9048	0.0	0.0	0.0	0.00992	1.57308	3.4128	0.08699	3.54716	1.11697	3.91424	0.0	1.04431	0.0	0.0	1.20666	0.0	0.0	1.07276	0.0	0.0	0.01081	0.0	2.18905	0.0	0.0	3.77207	0.0	0.0	2.88429	0.0	1.2413	1.23523	4.00293	0.45431	0.0	0.0	0.11207	0.11246	0.0	0.49546	0.0	0.0	5.73786	2.18919	0.0	7.71096	0.78887	0.0	0.02784	3.89662	9.30452	2.27094	3.28809	1.2364	10.28461	0.0	5.6806	0.0	0.0	0.01965	0.02535
